Brand,Year,Model,Car/Suv,UsedOrNew,Transmission,Engine,DriveType,FuelType,ColourExtInt,CylindersinEngine,BodyType,Doors,Seats,Price
Toyota,2017.0,Landcruiser,Ute / Tray,USED,Manual,"8 cyl, 4.5 L",4WD,Diesel,White / -,8 cyl,Ute / Tray, 2 Doors, 3 Seats,83988
Holden,2019.0,Colorado,Ute / Tray,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,Black / Black,4 cyl,Ute / Tray, 4 Doors, 5 Seats,39997
Honda,2017.0,Civic,Hatchback,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,Grey / Black Leather,4 cyl,Hatchback, 5 Doors, 5 Seats,27990
Kia,2019.0,Cerato,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Black / Black,4 cyl,Hatchback, 5 Doors, 5 Seats,29990
Hyundai,2018.0,I30,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Red / Black,4 cyl,Hatchback, 4 Doors, 5 Seats,18888
Mercedes-Benz,2014.0,E200,Sedan,USED,Automatic,"4 cyl, 2 L",Rear,Premium,White / Grey,4 cyl,Sedan, 4 Doors, 5 Seats,31800
MG,2023.0,ZS,Alto Blacktown MG,NEW,Automatic,"4 cyl, 1.5 L",Front,-,Red / Knight Black Synthetic Leather,4 cyl,SUV, 4 Doors, 5 Seats,24690
Toyota,2015.0,Hiace,Commercial,USED,Automatic,"4 cyl, 3 L",Rear,Diesel,White / -,4 cyl,Commercial, 4 Doors, 2 Seats,28999
Toyota,2022.0,RAV4,SUV,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,Red / -,4 cyl,SUV, 5 Doors, 5 Seats,59888
Tesla,2019.0,Model,Sedan,USED,Automatic,0 L,Rear,Electric,White / -,0 L,Sedan, 5 Doors, 5 Seats,56950
Chrysler,2002.0,PT,Wagon,USED,Manual,"4 cyl, 2 L",Front,Unleaded,Turquoise / -,4 cyl,Wagon, 5 Doors, 5 Seats,7985
Hyundai,2018.0,Elantra,Sedan,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Blue / Black,4 cyl,Sedan, 4 Doors, 5 Seats,25800
Kia,2019.0,Cerato,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Blue / -,4 cyl,Hatchback, 5 Doors, 5 Seats,23990
Toyota,2018.0,HiAce,Commercial,USED,Automatic,"4 cyl, 3 L",Rear,Diesel,White / Black,4 cyl,Commercial, 4 Doors, 2 Seats,38990
Toyota,2019.0,Camry,Sedan,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,White / -,4 cyl,Sedan, 4 Doors, 5 Seats,41990
Toyota,2021.0,Kluger,SUV,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,White / -,4 cyl,SUV, 5 Doors, 7 Seats,59888
Mazda,2018.0,CX-3,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Blue / Black,4 cyl,SUV, 4 Doors, 5 Seats,25800
Ford,2022.0,Escape,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Premium,White / Black,4 cyl,SUV, 4 Doors, 5 Seats,48999
Volkswagen,2013.0,Golf,Wagon,USED,Automatic,"4 cyl, 2 L",Front,Diesel,Silver / Cloth,4 cyl,Wagon, 4 Doors, 5 Seats,12920
Audi,2017.0,TT,Convertible,USED,Automatic,"5 cyl, 2.5 L",AWD,Premium,Grey / Black,5 cyl,Convertible, 2 Doors, 4 Seats,95990
Toyota,2017.0,Hilux,Ute / Tray,USED,Manual,"4 cyl, 2.8 L",4WD,Diesel,White / -,4 cyl,Ute / Tray, 2 Doors, 2 Seats,33975
Hyundai,2012.0,Veloster,Hatchback,USED,Manual,"4 cyl, 1.6 L",Front,Unleaded,Grey / -,4 cyl,Hatchback, 3 Doors, 4 Seats,18990
Hyundai,2021.0,I30,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Red / -,4 cyl,Hatchback, 4 Doors, 5 Seats,27980
Hyundai,2009.0,I30,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Red / Grey Cloth Seats,4 cyl,Hatchback, 5 Doors, 5 Seats,8999
Kia,2020.0,Cerato,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,White / Grey,4 cyl,Hatchback, 5 Doors, 5 Seats,26995
Mazda,2021.0,3,Sedan,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,Blue / By3,4 cyl,Sedan, 4 Doors, 5 Seats,36990
GWM,2022.0,Haval,Springwood GWM HAVAL,NEW,Automatic,"4 cyl, 2 L",Front,Unleaded,Grey / -,4 cyl,SUV, 4 Doors, 5 Seats,41485
Holden,2016.0,Commodore,Sedan,USED,Manual,"8 cyl, 6.2 L",Rear,Premium,Red / -,8 cyl,Sedan, 4 Doors, 5 Seats,54990
Mitsubishi,2023.0,Triton,Ute / Tray,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,White / Black,4 cyl,Ute / Tray, 4 Doors, 5 Seats,65940
BMW,2010.0,M3,Sedan,USED,Automatic,"8 cyl, 4 L",Rear,Premium,White / -,8 cyl,Sedan, 4 Doors, 5 Seats,53950
Toyota,2008.0,Aurion,Sedan,USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,Red / Black,6 cyl,Sedan, 4 Doors, 5 Seats,9980
Nissan,2012.0,X-Trail,SUV,USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,Black / Black,4 cyl,SUV, 4 Doors, 5 Seats,13990
Lexus,2015.0,NX200T,SUV,USED,Automatic,"4 cyl, 2 L",Front,Premium,Grey / Black Leather,4 cyl,SUV, 4 Doors, 5 Seats,29998
Kia,2017.0,Sportage,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Grey / Black Cloth,4 cyl,SUV, 4 Doors, 5 Seats,26499
Ford,2021.0,Puma,SUV,USED,Automatic,"3 cyl, 1 L",Front,Premium,Red / -,3 cyl,SUV, 5 Doors, 5 Seats,36990
Audi,2019.0,Q3,SUV,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,White / Black,4 cyl,SUV, 4 Doors, 5 Seats,41888
Volkswagen,2015.0,Polo,Hatchback,USED,Automatic,"4 cyl, 1.2 L",Front,Premium,White / Black  Cloth,4 cyl,Hatchback, 5 Doors, 5 Seats,13999
Mazda,2009.0,6,Hatchback,USED,Automatic,"4 cyl, 2.5 L",Front,Premium,Silver / -,4 cyl,Hatchback, 5 Doors, 5 Seats,8990
BMW,2022.0,118I,DEMO,DEMO,-,"3 cyl, 1.5 L",Front,Premium,Grey / -,3 cyl,Hatchback, 5 Doors, 5 Seats,53888
Toyota,2023.0,RAV4,SUV,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,Red / Black,4 cyl,SUV, 5 Doors, 5 Seats,65888
Mazda,2015.0,3,Sedan,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Blue / -,4 cyl,Sedan, 4 Doors, 5 Seats,18880
Mercedes-Benz,2015.0,CLA250,Sedan,USED,Automatic,"4 cyl, 2 L",AWD,Premium,Red / -,4 cyl,Sedan, 4 Doors, 5 Seats,34800
Suzuki,2013.0,SX4,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,White / -,4 cyl,Hatchback, 5 Doors, 5 Seats,9894
Nissan,2021.0,X-Trail,SUV,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,Silver / -,4 cyl,SUV, 4 Doors, 7 Seats,31950
Volkswagen,2017.0,Golf,Hatchback,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,Black / Black,4 cyl,Hatchback, 5 Doors, 5 Seats,23982
Tesla,2020.0,Model,Sedan,USED,Automatic,0 L,Rear,Electric,Grey / -,0 L,Sedan, 5 Doors, 5 Seats,82800
Subaru,2013.0,Tribeca,SUV,USED,Automatic,"6 cyl, 3.6 L",AWD,Unleaded,Silver / -,6 cyl,SUV, 4 Doors, 7 Seats,16800
Holden,2014.0,Cruze,Hatchback,USED,Manual,"4 cyl, 1.6 L",Front,Unleaded,Red / Black,4 cyl,Hatchback, 5 Doors, 5 Seats,13966
Toyota,2018.0,C-HR,SUV,USED,Automatic,"4 cyl, 1.2 L",AWD,Premium,- / Black,4 cyl,SUV, 4 Doors, 5 Seats,32980
Hyundai,2019.0,Tucson,SUV,USED,Automatic,"4 cyl, 1.6 L",AWD,Unleaded,Silver / Leather,4 cyl,SUV, 4 Doors, 5 Seats,35990
Audi,2020.0,Q5,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Premium,White / Black,4 cyl,SUV, 4 Doors, 5 Seats,56990
Mitsubishi,2023.0,Outlander,SUV,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,Silver / -,4 cyl,SUV, 4 Doors, 7 Seats,55999
Volkswagen,2015.0,Polo,Hatchback,USED,Automatic,"4 cyl, 1.2 L",Front,Premium,Grey / -,4 cyl,Hatchback, 5 Doors, 5 Seats,18982
Ford,2022.0,Everest,SUV,USED,Automatic,"4 cyl, 2 L",4WD,Diesel,Blue / -,4 cyl,SUV, 4 Doors, 7 Seats,68879
Toyota,2018.0,Camry,Sedan,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,Gold / Black,4 cyl,Sedan, 4 Doors, 5 Seats,37990
Nissan,2013.0,Dualis,SUV,USED,Manual,"4 cyl, 2 L",Front,Unleaded,- / -,4 cyl,SUV, 4 Doors, 5 Seats,17990
BMW,2013.0,M135I,Hatchback,USED,Automatic,"6 cyl, 3 L",Rear,Premium,Grey / -,6 cyl,Hatchback, 5 Doors, 5 Seats,32888
Audi,2018.0,A3,Hatchback,USED,Automatic,"4 cyl, 2 L",AWD,Premium,Grey / -,4 cyl,Hatchback, 5 Doors, 5 Seats,41999
Toyota,2010.0,Kluger,SUV,USED,Automatic,"6 cyl, 3.5 L",4WD,Unleaded,- / -,6 cyl,SUV, 4 Doors, 5 Seats,14999
Holden,2016.0,Commodore,Sedan,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,Black / -,6 cyl,Sedan, 4 Doors, 5 Seats,29888
Toyota,2018.0,C-HR,SUV,USED,Automatic,"4 cyl, 1.2 L",Front,Premium,- / Black Leather,4 cyl,SUV, 4 Doors, 5 Seats,26910
Jeep,2022.0,Gladiator,Gold Coast Chrysler Jeep Dodge NEW Frizelle Sunshine Automotive,NEW,Automatic,"6 cyl, 3.6 L",4WD,Unleaded,Grey / Black Cloth,6 cyl,Ute / Tray, 4 Doors, 5 Seats,79990
Mitsubishi,2016.0,Pajero,SUV,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,Grey / Black,4 cyl,SUV, 4 Doors, 5 Seats,33888
Mitsubishi,2018.0,ASX,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Grey / Black,4 cyl,SUV, 4 Doors, 5 Seats,22990
Toyota,2019.0,Camry,Sedan,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,Black / Black Leather,4 cyl,Sedan, 4 Doors, 5 Seats,35999
Volvo,2015.0,XC90,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,White / Black,4 cyl,SUV, 4 Doors, 7 Seats,34999
Toyota,2011.0,Corolla,Sedan,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,White / -,4 cyl,Sedan, 4 Doors, 5 Seats,12999
Hyundai,2017.0,Santa,SUV,USED,Automatic,"6 cyl, 3.3 L",Front,Unleaded,White / Black,6 cyl,SUV, 4 Doors, 7 Seats,30990
Kia,2018.0,Sportage,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,White / Grey,4 cyl,SUV, 4 Doors, 5 Seats,25990
Ford,2017.0,Mondeo,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Diesel,Silver / Grey,4 cyl,Hatchback, 5 Doors, 5 Seats,18990
Honda,2012.0,Accord,Sedan,USED,Automatic,"4 cyl, 2.4 L",Front,Premium,White / -,4 cyl,Sedan, 4 Doors, 5 Seats,13990
Nissan,2021.0,X-Trail,SUV,USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,White / Black,4 cyl,SUV, 4 Doors, 5 Seats,26685
Volkswagen,2018.0,Tiguan,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Premium,Blue / -,4 cyl,SUV, 4 Doors, 5 Seats,27990
Hyundai,2019.0,Santa,SUV,USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,Blue / Leather,4 cyl,SUV, 4 Doors, 7 Seats,49990
Renault,2017.0,Megane,Wagon,USED,Automatic,"4 cyl, 1.2 L",Front,Premium,Blue / -,4 cyl,Wagon, 4 Doors, 5 Seats,25990
Honda,2017.0,Civic,Sedan,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,White / Black,4 cyl,Sedan, 4 Doors, 5 Seats,28990
Renault,2015.0,Megane,Hatchback,USED,Automatic,"4 cyl, 1.2 L",Front,Premium,Blue / -,4 cyl,Hatchback, 5 Doors, 5 Seats,14300
Holden,2013.0,Colorado,Ute / Tray,USED,Automatic,"4 cyl, 2.8 L",Rear,Diesel,Red / Black,4 cyl,Ute / Tray, 4 Doors, 5 Seats,26990
Volvo,2019.0,XC40,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Premium,Blue / Beige,4 cyl,SUV, 4 Doors, 5 Seats,46990
Toyota,2019.0,Landcruiser,SUV,USED,Automatic,"8 cyl, 4.5 L",4WD,Diesel,Black / Black,8 cyl,SUV, 4 Doors, 7 Seats,103990
Mitsubishi,2019.0,Outlander,SUV,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,White / -,4 cyl,SUV, 4 Doors, 7 Seats,28490
Renault,2022.0,Captur,Rex Gorell New Cars,NEW,Automatic,"4 cyl, 1.3 L",Front,Premium,White / Black,4 cyl,SUV, 4 Doors, 4 Seats,45140
BMW,2004.0,X5,SUV,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,Grey / Grey Leather,6 cyl,SUV, 4 Doors, 5 Seats,9990
Ford,2018.0,Everest,SUV,USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,White / Black,5 cyl,SUV, 4 Doors, 7 Seats,47990
Jeep,2018.0,Compass,SUV,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,Grey / Black,4 cyl,SUV, 4 Doors, 5 Seats,28990
Nissan,2018.0,X-Trail,SUV,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,Grey / -,4 cyl,SUV, 4 Doors, 7 Seats,23980
Volvo,2010.0,XC60,SUV,USED,Automatic,"6 cyl, 3.2 L",AWD,-,Black / Black,6 cyl,SUV, 4 Doors, 5 Seats,13990
Toyota,2011.0,Aurion,Sedan,USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,Silver / Black  Cloth,6 cyl,Sedan, 4 Doors, 5 Seats,11999
Ford,2018.0,Escape,SUV,USED,Automatic,"4 cyl, 1.5 L",Front,Premium,White / -,4 cyl,SUV, 4 Doors, 5 Seats,19990
Hyundai,2004.0,Elantra,Sedan,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Silver / -,4 cyl,Sedan, 4 Doors, 5 Seats,6499
Mitsubishi,2019.0,Eclipse,SUV,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,Silver / Black,4 cyl,SUV, 4 Doors, 5 Seats,29995
Honda,2010.0,Odyssey,Wagon,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,White / -,4 cyl,Wagon, 4 Doors, 7 Seats,13990
Ford,2017.0,Ranger,Ute / Tray,USED,Automatic,"4 cyl, 2.2 L",Rear,Diesel,Black / -,4 cyl,Ute / Tray, 4 Doors, 4 Seats,24990
Audi,2017.0,Q2,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,Blue / Black/Black,4 cyl,SUV, 4 Doors, 5 Seats,38888
Mitsubishi,2015.0,Pajero,SUV,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,White / Black Leather,4 cyl,SUV, 4 Doors, 5 Seats,24990
Mercedes-Benz,2008.0,R320,SUV,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,Silver / Black,6 cyl,SUV, 4 Doors, 6 Seats,14999
Ford,2005.0,Focus,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Black / Grey,4 cyl,Hatchback, 5 Doors, 5 Seats,7490
Ford,2022.0,Escape,SUV,USED,Automatic,"4 cyl, 2 L",Front,Premium,Silver / -,4 cyl,SUV, 4 Doors, 5 Seats,36979
Volkswagen,2015.0,Amarok,Ute / Tray,USED,Automatic,"4 cyl, 2 L",4WD,Diesel,White / -,4 cyl,Ute / Tray, 4 Doors, 5 Seats,28777
Nissan,2010.0,X-Trail,SUV,USED,Automatic,"4 cyl, 2 L",4WD,Diesel,White / Black,4 cyl,SUV, 4 Doors, 5 Seats,12990
Toyota,2012.0,Kluger,SUV,USED,Automatic,"6 cyl, 3.5 L",4WD,Unleaded,Grey / Black,6 cyl,SUV, 4 Doors, 7 Seats,31990
Nissan,2012.0,X-Trail,SUV,USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,White / Cloth,4 cyl,SUV, 4 Doors, 5 Seats,14990
Ram,2018.0,1500,Commercial,USED,Automatic,"8 cyl, 5.7 L",4WD,Unleaded,Grey / -,8 cyl,Commercial, 4 Doors, 5 Seats,84950
Toyota,2007.0,Corolla,Hatchback,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,White / Grey,4 cyl,Hatchback, 5 Doors, 5 Seats,7995
Mercedes-Benz,2011.0,C180,Coupe,USED,Automatic,"4 cyl, 1.8 L",Rear,Premium,Red / Black,4 cyl,Coupe, 2 Doors, 4 Seats,17910
Ford,2016.0,Ranger,Ute / Tray,USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,Silver / -,5 cyl,Ute / Tray, 4 Doors, 5 Seats,37888
Volkswagen,2015.0,Polo,Hatchback,USED,Automatic,"4 cyl, 1.2 L",Front,Premium,Blue / Cloth,4 cyl,Hatchback, 5 Doors, 5 Seats,16290
Chevrolet,2021.0,Silverado,Ute / Tray,USED,Automatic,"8 cyl, 6.2 L",4WD,Unleaded,Blue / Black,8 cyl,Ute / Tray, 4 Doors, 5 Seats,129990
Mini,2020.0,Clubman,Wagon,USED,Automatic,"4 cyl, 2 L",Front,Premium,Grey / -,4 cyl,Wagon, 4 Doors, 5 Seats,43888
Nissan,2019.0,Qashqai,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Red / -,4 cyl,SUV, 4 Doors, 5 Seats,24995
HSV,2015.0,GTS,Sedan,USED,Automatic,"8 cyl, 6.2 L",Rear,Premium,Black / Black,8 cyl,Sedan, 4 Doors, 5 Seats,119888
BMW,2016.0,220I,Coupe,USED,Automatic,"4 cyl, 2 L",Rear,Premium,Black / Black,4 cyl,Coupe, 2 Doors, 4 Seats,34990
Holden,2015.0,UTE,Ute / Tray,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,Blue / -,6 cyl,Ute / Tray, 2 Doors, 2 Seats,27990
Hyundai,2016.0,Tucson,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Blue / -,4 cyl,SUV, 4 Doors, 5 Seats,21999
Audi,2007.0,A4,Sedan,USED,Automatic,"6 cyl, 3.1 L",AWD,Premium,Silver / -,6 cyl,Sedan, 4 Doors, 5 Seats,13888
Toyota,2007.0,Landcruiser,SUV,USED,Automatic,"8 cyl, 4.7 L",4WD,Unleaded,Silver / Grey,8 cyl,SUV, 4 Doors, 8 Seats,29999
Subaru,2019.0,WRX,Sedan,USED,Manual,"4 cyl, 2 L",AWD,Premium,Blue / Grey,4 cyl,Sedan, 4 Doors, 5 Seats,42990
Toyota,2021.0,RAV4,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Black / -,4 cyl,SUV, 5 Doors, 5 Seats,48894
Renault,2016.0,Megane,Wagon,USED,Automatic,"4 cyl, 1.2 L",Front,Premium,Red / Black,4 cyl,Wagon, 4 Doors, 5 Seats,13999
Skoda,2022.0,Scala,Sydney City Skoda,DEMO,Automatic,"3 cyl, 1 L",Front,Premium,White / Black/Grey,3 cyl,Hatchback, 5 Doors, 5 Seats,32990
Volkswagen,2019.0,Tiguan,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Premium,Silver / -,4 cyl,SUV, 4 Doors, 5 Seats,38990
Mazda,2020.0,CX-5,SUV,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,Black / -,4 cyl,SUV, 4 Doors, 5 Seats,37980
Mitsubishi,2021.0,ASX,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Grey / Black,4 cyl,SUV, 4 Doors, 5 Seats,26980
Cupra,2022.0,Leon,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Premium,Grey / Blue,4 cyl,Hatchback, 4 Doors, 5 Seats,63990
MG,2021.0,HS,SUV,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,Red / -,4 cyl,SUV, 4 Doors, 5 Seats,26990
Holden,2010.0,Cruze,Sedan,USED,Manual,"4 cyl, 1.8 L",Front,Unleaded,Silver / Black,4 cyl,Sedan, 4 Doors, 5 Seats,7490
Nissan,2011.0,Murano,SUV,USED,Automatic,"6 cyl, 3.5 L",4WD,Unleaded,Black / Cream,6 cyl,SUV, 4 Doors, 5 Seats,15877
Toyota,2020.0,Landcruiser,SUV,USED,Automatic,"8 cyl, 4.5 L",4WD,Diesel,White / Grey,8 cyl,SUV, 4 Doors, 8 Seats,106981
Hyundai,2020.0,Iload,Commercial,USED,Manual,"4 cyl, 2.5 L",Rear,Diesel,Silver / -,4 cyl,Commercial, 4 Doors, 3 Seats,38999
Mitsubishi,2019.0,Eclipse,SUV,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,Blue / Black,4 cyl,SUV, 4 Doors, 5 Seats,26990
BMW,2015.0,X5,SUV,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,White / Black,6 cyl,SUV, 4 Doors, 5 Seats,37740
Toyota,2012.0,FJ,SUV,USED,Automatic,"6 cyl, 4 L",4WD,Premium,White / Black,6 cyl,SUV, 4 Doors, 5 Seats,22990
Jaguar,2014.0,XF,Sedan,USED,Automatic,"6 cyl, 3 L",Rear,Diesel,Black / Black Leather,6 cyl,Sedan, 4 Doors, 5 Seats,31950
Isuzu,2018.0,D-MAX,Ute / Tray,USED,Automatic,"4 cyl, 3 L",Rear,Diesel,White / Grey,4 cyl,Ute / Tray, 2 Doors, 2 Seats,23990
Mazda,2023.0,BT-50,Ipswich Mazda,DEMO,Automatic,"4 cyl, 3 L",Front,Diesel,White / -,4 cyl,Ute / Tray, 4 Doors, 5 Seats,49990
Mitsubishi,2015.0,Pajero,SUV,USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,- / -,4 cyl,SUV, 4 Doors, 7 Seats,36990
Subaru,2020.0,XV,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,Black / -,4 cyl,SUV, 4 Doors, 5 Seats,33388
MG,2021.0,HS,SUV,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,White / -,4 cyl,SUV, 4 Doors, 5 Seats,23150
Subaru,2013.0,Tribeca,SUV,USED,Automatic,"6 cyl, 3.6 L",AWD,Unleaded,- / -,6 cyl,SUV, 4 Doors, 7 Seats,16600
Nissan,2016.0,Navara,Ute / Tray,USED,Automatic,"4 cyl, 2.3 L",Rear,Diesel,White / Black,4 cyl,Ute / Tray, 4 Doors, 5 Seats,30990
Hyundai,2020.0,Kona,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Silver / Black,4 cyl,SUV, 4 Doors, 5 Seats,26490
Mazda,2014.0,3,Hatchback,USED,Manual,"4 cyl, 2.5 L",Front,Unleaded,Silver / -,4 cyl,Hatchback, 5 Doors, 5 Seats,12999
LDV,2022.0,T60,Col Crawford LDV - New/Demo,DEMO,Automatic,"4 cyl, 2 L",4WD,Diesel,Orange / -,4 cyl,Ute / Tray, 4 Doors, 5 Seats,38384
Holden,2017.0,Captiva,SUV,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,Grey / -,4 cyl,SUV, 4 Doors, 7 Seats,12990
Volkswagen,2007.0,Jetta,Sedan,USED,Manual,"4 cyl, 2 L",Front,Premium,Blue / -,4 cyl,Sedan, 4 Doors, 5 Seats,6995
Honda,2021.0,CR-V,SUV,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,Silver / -,4 cyl,SUV, 4 Doors, 5 Seats,37989
Toyota,2017.0,Hilux,Ute / Tray,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,Black / Black,4 cyl,Ute / Tray, 4 Doors, 5 Seats,44888
Volkswagen,2020.0,Golf,Hatchback,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,White / -,4 cyl,Hatchback, 5 Doors, 5 Seats,36990
Hyundai,2020.0,Santa,SUV,USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,Black / Brown,4 cyl,SUV, 4 Doors, 7 Seats,47450
Ford,2018.0,Ranger,Ute / Tray,USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,White / Black,5 cyl,Ute / Tray, 4 Doors, 5 Seats,49888
Mitsubishi,2017.0,Triton,Ute / Tray,USED,Manual,"4 cyl, 2.4 L",4WD,Diesel,White / Grey,4 cyl,Ute / Tray, 4 Doors, 5 Seats,32999
Toyota,2012.0,Camry,Sedan,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,White / Cloth,4 cyl,Sedan, 4 Doors, 5 Seats,12999
Toyota,2016.0,Camry,Sedan,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,Gold / Black,4 cyl,Sedan, 4 Doors, 5 Seats,20888
Volkswagen,2007.0,EOS,Convertible,USED,Automatic,"4 cyl, 2 L",Front,Premium,Black / -,4 cyl,Convertible, 2 Doors, 4 Seats,9999
Kia,2019.0,Carnival,Wagon,USED,Automatic,"6 cyl, 3.3 L",Front,Unleaded,Silver / Black Cloth,6 cyl,Wagon, 4 Doors, 8 Seats,33280
Mini,2018.0,Cooper,Hatchback,USED,Automatic,"3 cyl, 1.5 L",Front,Premium,Red / -,3 cyl,Hatchback, 5 Doors, 5 Seats,29800
Holden,2019.0,Colorado,Ute / Tray,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,White / Grey,4 cyl,Ute / Tray, 4 Doors, 5 Seats,40955
Mazda,2013.0,CX-5,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Grey / -,4 cyl,SUV, 4 Doors, 5 Seats,22990
Audi,2017.0,Q7,SUV,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,Black / Black/Black,6 cyl,SUV, 4 Doors, 7 Seats,69990
Ford,2016.0,Ranger,Ute / Tray,USED,Automatic,"4 cyl, 2.2 L",Rear,Diesel,White / -,4 cyl,Ute / Tray, 2 Doors, 2 Seats,24990
Nissan,2017.0,Qashqai,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Red / Black,4 cyl,SUV, 4 Doors, 5 Seats,28888
Hyundai,2015.0,I30,Hatchback,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,White / Black,4 cyl,Hatchback, 5 Doors, 5 Seats,16980
Mitsubishi,2018.0,Triton,Ute / Tray,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,Black / -,4 cyl,Ute / Tray, 4 Doors, 5 Seats,42990
Ford,2016.0,Ranger,Ute / Tray,USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,White / -,5 cyl,Ute / Tray, 4 Doors, 5 Seats,28990
Suzuki,2022.0,Vitara,Q Suzuki - New,DEMO,Manual,"4 cyl, 1.6 L",Front,Unleaded,White / -,4 cyl,SUV, 4 Doors, 5 Seats,30990
